session_id,target
1,2.7758062241868026e-05
2,1.2417964598879328e-07
3,8.959858104049251e-08
4,4.256903700944419e-08
5,5.400704830595716e-06
6,4.721517937507101e-05
7,3.410251499104953e-05
8,2.8977390490263494e-05
9,8.340210256144389e-06
10,0.0011318020546716655
11,3.976637831249879e-05
12,9.530809712712293e-07
13,2.3920745151054495e-05
14,0.0011511356064179033
15,8.595184579965915e-06
16,0.0025638783105346504
17,3.986661706085737e-05
18,4.3653018891175606e-07
19,9.033310180482236e-05
20,9.583418836424419e-07
21,0.0022577383214627735
22,1.3674126666504735e-08
23,4.1712175811367834e-05
24,3.8411255974276384e-05
25,0.00047828129510372883
26,1.33402639941452e-07
27,2.8709101487684087e-05
28,7.847290167985038e-08
29,0.0005257068934075869
30,0.005094052436496238
31,0.00025744742503982214
32,0.009213891533428257
33,5.8054028265876426e-05
34,7.934948342481086e-08
35,0.0002968135263920063
36,6.462603539066811e-05
37,4.089598168118776e-09
38,8.577845756949234e-06
39,8.410214871541894e-05
40,3.3303875265211515e-07
41,0.00027039327180808836
42,3.774715419916029e-05
43,3.616612384156325e-06
44,1.837834466464917e-07
45,0.9655485843589123
46,1.7369763119142777e-05
47,0.000998680698608048
48,3.6886112043101747e-06
49,1.950390326076218e-06
50,5.5379057098060234e-05
51,1.1265031831333165e-08
52,2.774510038103816e-06
53,0.028885552135649993
54,2.0002164261147683e-06
55,0.0011852454352780303
56,9.098384198939954e-05
57,4.155095916956177e-08
58,2.0978965269538944e-06
59,3.3956413649220062e-06
60,2.6999022754713995e-07
61,8.246138080234825e-05
62,0.00020238557632433935
63,9.616870464087335e-07
64,0.0027128738338097333
65,2.1726028618239345e-05
66,1.3389265137837765e-06
67,0.0010541496972240906
68,4.71759500217793e-06
69,0.003910289863724892
70,5.862404935963395e-06
71,5.100845696425451e-05
72,1.250028386004077e-05
73,0.00030287311535244255
74,4.101810487918877e-07
75,1.4474905761843335e-06
76,1.9713775486598896e-05
77,0.00011934038256091817
78,8.558959514367991e-05
79,5.416172447706975e-07
80,8.088523476894757e-06
81,3.876668310935466e-06
82,1.213203527985667e-06
83,3.1227080385013905e-07
84,0.9786044539383175
85,0.0002490633942836788
86,1.3926090320244827e-05
87,0.00013062888156570375
88,2.9784698152079617e-06
89,4.3121236462407356e-05
90,0.014817891354281356
91,6.464450087740758e-06
92,5.692448907697753e-08
93,0.0006228200301620338
94,0.00018466182566869647
95,0.0003008285630193473
96,6.216471559132011e-07
97,8.877174592422168e-05
98,6.061853436636005e-05
99,7.689241031938956e-07
100,8.430946841538796e-05
101,2.0161762447668178e-05
102,0.0006156867338088864
103,1.4369096043990527e-05
104,0.0002591581501912533
105,4.576801785240969e-05
106,4.0580702880431024e-05
107,1.1256783972315885e-05
108,2.8026293950898783e-07
109,8.523306610808954e-07
110,4.3302102086768465e-06
111,2.20572091559466e-06
112,1.4331899524924206e-07
113,0.0001389817659749135
114,6.487026096911717e-08
115,2.0313752988178205e-05
116,6.305239032404695e-07
117,7.330470042513922e-05
118,1.8733761258133467e-05
119,2.2552652117619395e-06
120,9.296340666859047e-05
121,1.0416772199818649e-06
122,2.2605044624289264e-05
123,5.9533992303010995e-05
124,4.155274775752359e-07
125,0.00011880625768117327
126,4.070764239392017e-07
127,3.2290821789922467e-09
128,3.8502740207567087e-05
129,1.0248593100520039e-05
130,0.00011922179568630771
131,0.0004653152190240165
132,0.00019911797015299677
133,5.710375575891616e-05
134,8.209936829545538e-07
135,1.5489137741720793e-06
136,9.201097315796546e-05
137,0.00011540683384984201
138,0.0001571033040416828
139,1.4581134186718524e-06
140,3.806751261030524e-05
141,3.0689160531041254e-08
142,3.717966857700061e-05
143,1.55357944558841e-05
144,0.00015061480626414066
145,9.028582860447562e-08
146,8.854933055614089e-05
147,2.586181595914734e-05
148,5.9024858496774676e-05
149,3.419948653803474e-05
150,0.0011502401046998762
151,1.465875622375555e-07
152,0.008819713905336304
153,5.185454251655614e-05
154,0.0003413251415269142
155,0.0012326026554036198
156,2.476420332789752e-05
157,1.6595853389437378e-06
158,0.0024862532682832896
159,4.5950989151809844e-07
160,1.6435283667968575e-05
161,6.999166469340953e-05
162,3.646791415411959e-05
163,3.0255601185027146e-05
164,0.00010416019956046506
165,8.66890911471268e-09
166,7.463296735503733e-05
167,0.0007504808839553235
168,3.420196682743657e-05
169,2.7193710861530944e-05
170,5.890021867705149e-05
171,2.1509680600034955e-05
172,1.1117261647274496e-06
173,1.1340845762186582e-05
174,4.746144619087274e-06
175,0.9514098675479242
176,0.00010585711700277459
177,0.015177002632038967
178,2.90367209454942e-08
179,2.7695825285414072e-05
180,3.5520802222665134e-05
181,1.0656661007528484e-05
182,0.0005270563330482505
183,9.429195746566494e-06
184,7.293558382512489e-07
185,5.222556176608341e-05
186,2.893025580176178e-05
187,3.668755384589332e-06
188,3.675567600993422e-07
189,0.0010608978645076064
190,2.2140761371450415e-06
191,1.673730254761738e-05
192,4.512668186551381e-06
193,0.00010983345870608179
194,0.00039730401176553333
195,5.883978392975211e-06
196,2.898530126197151e-07
197,3.698689717484908e-05
198,0.0003768283205831196
199,5.3394745677524126e-05
200,1.6701687039321991e-06
201,2.46063760573153e-05
202,0.05141644749426083
203,7.793672754706039e-07
204,8.290677701135253e-06
205,0.00022491584125660852
206,1.1680460202731716e-09
207,3.972262792307393e-05
208,0.0023847130886823897
209,3.3472096687944893e-07
210,6.436966945234331e-05
211,8.709468267642001e-07
212,0.00011523861225248402
213,7.3435210096024e-07
214,3.943798320169681e-05
215,0.001849906587115332
216,0.00015702890675455754
217,0.003953253516093653
218,0.0002950795036355756
219,0.004455023910447352
220,7.550440900246651e-05
221,6.181958443289548e-06
222,3.333806781340987e-06
223,0.0011167505732547279
224,3.313642553019799e-05
225,0.0024212074527579447
226,0.0009460794231981098
227,4.3216803470116e-05
228,1.7115619255220219e-06
229,6.137495050446248e-06
230,3.651503599980959e-05
231,4.787408562252334e-07
232,1.8418113038841683e-05
233,3.1027239124504135e-06
234,0.0002479409286387254
235,3.287381693238802e-06
236,5.699310993627673e-05
237,1.1468351626554014e-05
238,3.410251499104953e-05
239,8.410214871541894e-05
